pid,title,year,journal_title,audited_agent_id,field,status,severity,overall_fidelity_status,reason,classification_value,supporting_excerpt,file
S2236-57102023000100213,AVANÇOS TEÓRICOS DO CAMPO DE CONHECIMENTOS DA GESTÃO SOCIAL: UMA ANÁLISE INTEGRATIVA,2023,Cadernos Gestão Pública e Cidadania,agent_b,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102023000100213.json
S2236-57102023000100213,AVANÇOS TEÓRICOS DO CAMPO DE CONHECIMENTOS DA GESTÃO SOCIAL: UMA ANÁLISE INTEGRATIVA,2023,Cadernos Gestão Pública e Cidadania,agent_c,uses_original_dataset,not_found_in_text,medium,pass_with_warnings,"The original-dataset category is specific, but supporting data-construction evidence was not found.",structure_systematize,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102023000100213.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,claims_any_statistically_significant_results,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,dependent_variables,supported_by_text,none,fail,The classification makes no specific variable-list claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,effort_to_explore_mechanisms,supported_by_text,none,fail,The classification makes no mechanism-effort claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,independent_variables,supported_by_text,none,fail,The classification makes no specific variable-list claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,main_causal_research_design,supported_by_text,none,fail,The classification makes no causal-research-design claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,main_variable_relationship,supported_by_text,none,fail,The classification makes no specific IV-DV relationship claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,makes_explicit_causal_claim,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,makes_implicit_causal_claim,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,paper_uses_survey_data,supported_by_text,none,fail,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,no_survey_data,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,references_power_analysis,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,specifies_estimate_equations,supported_by_text,none,fail,The classification makes no determinate factual claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,statement_of_identification_assumptions,supported_by_text,none,fail,The classification makes no determinate identification-assumption claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,fail,The classification makes no quotation claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,GOVERNO ABERTO EM ÂMBITO MUNICIPAL: O CASO DOS OBSERVATÓRIOS DE POLÍTICAS PÚBLICAS,2025,Cadernos Gestão Pública e Cidadania,agent_c,uses_original_dataset,supported_by_text,none,fail,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.",structure_systematize,"Paulo, sendo maior cidade que não é capital - em termos de população - do País, com 1.291.771 habitantes (I BGE, 2024). Este artigo tem como objetivo descrever os limites e possibilidades dos observatórios como mecanismo de envolvimento dos atores da sociedade",data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,claims_any_statistically_significant_results,supported_by_text,none,fail,The classification does not claim statistically significant results.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102025000101606.json
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,dependent_variables,supported_by_text,none,fail,The classification makes no specific variable-list claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102025000101606.json
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,effort_to_explore_mechanisms,supported_by_text,none,fail,No direct mechanism/channel language was found for the negative classification.,No Mention of Mechanisms/Channels,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102025000101606.json
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,independent_variables,supported_by_text,none,fail,The classification makes no specific variable-list claim for this field.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102025000101606.json
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,main_causal_research_design,supported_by_text,none,fail,The classification makes no causal-research-design claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102025000101606.json
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,main_variable_relationship,supported_by_text,none,fail,The classification makes no specific IV-DV relationship claim.,<NULL>,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102025000101606.json
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,makes_implicit_causal_claim,supported_by_text,none,fail,The classification does not claim implicit causal language.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102025000101606.json
S2236-57102025000101606,"TRABALHADORES, DIREITA, VÍTIMAS DA VIOLÊNCIA E DA COVID-19: QUEM PROTESTOU DURANTE A PANDEMIA NO BRASIL?",2025,Cadernos Gestão Pública e Cidadania,agent_b,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,fail,The classification does not claim preregistration or a pre-analysis plan.,FALSE,,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S2236-57102025000101606.json
