pid,audited_agent_id,field,status,severity,reason,supporting_excerpt,classification_value,overall_fidelity_status,file
S2236-57102025000101006,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101006,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,fail,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101006.json
S2236-57102025000101606,agent_c,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,independent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"permite reconstruir quais são e como se expressam os conflitos em um dado tempo, bem como as formas como o s ator es coletivos agem e intervêm no espaço público. No Brasil, a AEP vem crescendo, tendo sido utilizada em projetos de","[{""variable_name"":""protest_actor_demand_repertoire_location"",""variable_description"":""Atores, demandas, repertórios e localização dos protestos""}]",pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,dependent_variables,supported_by_text,none,All classified variables have textual evidence in the canonical body.,"as estratégias para reagir aos desafios emergentes, e quais soluções são possíveis. Assim, nosso aporte propõe um olhar para esses evento s de protestos, distribuídos pelas regiões do Brasil e observando grupos sociais, mas também demandas e repertórios a partir de dados","[{""variable_name"":""pandemic_protest_events"",""variable_description"":""Eventos de protesto durante a pandemia de Covid-19""}]",pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","uma rede de pesquisadores e analisar dinâmicas dos protestos no Brasil durante a pandemia de Covid-19, a partir d e dados coletad os para o período entre 1 de maio de 2020 e 31 de maio de 2021. Tendo em vista nossos",structure_systematize,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,specifies_estimate_equations,supported_by_text,none,The classification does not claim specified estimating equations.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,claims_any_statistically_significant_results,supported_by_text,none,The classification does not claim statistically significant results.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,references_power_analysis,supported_by_text,none,The classification does not claim a power-analysis reference.,,FALSE,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101606,agent_c,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101606.json
S2236-57102025000101611,agent_c,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
S2236-57102025000101611,agent_c,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_c/S2236-57102025000101611.json
